KRT16P4,ENSG00000229526
CT45A11P,ENSG00000230162
USP53,ENSG00000145390
USP54,ENSG00000166348
C5AR2,ENSG00000134830
C5AR1,ENSG00000197405
COX7A2,ENSG00000112695
ADIPOR1,ENSG00000159346
COX7A1,ENSG00000161281
ADIPOR2,ENSG00000285070
PSORS1C1,ENSG00000231094
PSORS1C2,ENSG00000204538
MGAT4EP,ENSG00000184774
PCSK1N,ENSG00000102109
SCIN,ENSG00000006747
USP50,ENSG00000170236
LRRIQ4,ENSG00000188306
DMAP1,ENSG00000178028
HSPE1P24,ENSG00000225158
HSPE1P26,ENSG00000220867
HSPE1P28,ENSG00000230081
WSCD1,ENSG00000179314
SMURF2,ENSG00000108854
HSPE1P27,ENSG00000235112
SMURF1,ENSG00000198742
COX7B2,ENSG00000170516
MTND2P30,ENSG00000227937
NR4A2,ENSG00000153234
LINC01918,ENSG00000226508
NR4A1,ENSG00000123358
RALYL,ENSG00000184672
KIF18A,ENSG00000121621
LIN28B,ENSG00000187772
NR4A3,ENSG00000119508
LIN28A,ENSG00000131914
KIF18B,ENSG00000186185
SYNDIG1L,ENSG00000183379
MTND2P29,ENSG00000233595
LINC01914,ENSG00000234362
ATG16L2,ENSG00000168010
ATG16L1,ENSG00000085978
LINC01913,ENSG00000214691
MTND2P28,ENSG00000225630
USP35,ENSG00000118369
USP36,ENSG00000055483
USP37,ENSG00000135913
USP38,ENSG00000170185
USP31,ENSG00000103404
USP32,ENSG00000170832
USP33,ENSG00000077254
USP34,ENSG00000115464
GTDC1,ENSG00000121964
USP39,ENSG00000168883
DTWD2,ENSG00000169570
GMPPB,ENSG00000173540
DTWD1,ENSG00000104047
MTND3P1,ENSG00000226118
GMPPA,ENSG00000144591
AOX1,ENSG00000138356
MTND3P2,ENSG00000230052
MTND3P4,ENSG00000230302
USP30,ENSG00000135093
MTND3P8,ENSG00000232714
USP46,ENSG00000109189
USP47,ENSG00000170242
USP48,ENSG00000090686
CAMK1D,ENSG00000183049
USP49,ENSG00000164663
USP42,ENSG00000106346
USP43,ENSG00000154914
USP44,ENSG00000136014
PCDHGA2,ENSG00000081853
USP45,ENSG00000123552
PCDHGA1,ENSG00000204956
ARAP2,ENSG00000047365
CKAP2,ENSG00000136108
ARAP3,ENSG00000120318
ARAP1,ENSG00000186635
CKAP5,ENSG00000175216
CKAP4,ENSG00000136026
AGAP9,ENSG00000204172
AGAP6,ENSG00000204149
AGAP5,ENSG00000172650
IFNE,ENSG00000184995
HKDC1,ENSG00000156510
SAG,ENSG00000281857
USP40,ENSG00000085982
CAMK1G,ENSG00000008118
MCPH1,ENSG00000285262
CAMK2B,ENSG00000058404
USP13,ENSG00000058056
HCN4,ENSG00000138622
LEMD1-AS1,ENSG00000226235
GTF2IRD1P1,ENSG00000291206
USP14,ENSG00000101557
HCN3,ENSG00000263324
SLFN5,ENSG00000166750
CAMK2D,ENSG00000145349
USP15,ENSG00000135655
USP16,ENSG00000156256
USP10,ENSG00000103194
USP11,ENSG00000102226
GMPR2,ENSG00000100938
CAMK2A,ENSG00000070808
USP12,ENSG00000152484
SELENOF,ENSG00000183291
TFPI,ENSG00000003436
SELENOK,ENSG00000113811
USP18,ENSG00000184979
USP19,ENSG00000172046
SELENOI,ENSG00000138018
SELENOH,ENSG00000211450
TFPT,ENSG00000276504
CAMK2G,ENSG00000148660
TCFL5,ENSG00000101190
USP24,ENSG00000162402
USP25,ENSG00000155313
USP26,ENSG00000134588
USP20,ENSG00000136878
B3GAT3,ENSG00000149541
USP21,ENSG00000143258
B3GAT2,ENSG00000112309
USP22,ENSG00000124422
SPRY4,ENSG00000187678
HAGHL,ENSG00000103253
B3GAT1,ENSG00000109956
SCLT1,ENSG00000151466
EIF3KP1,ENSG00000175749
USP28,ENSG00000048028
USP29,ENSG00000131864
EIF3KP2,ENSG00000233544
NEURL4,ENSG00000288301
NEURL2,ENSG00000124257
SCD,ENSG00000099194
NEURL3,ENSG00000163121
NEURL1,ENSG00000107954
SPRY3,ENSG00000168939
SPRY2,ENSG00000136158
SPRY1,ENSG00000164056
SCLY,ENSG00000132330
HCN2,ENSG00000099822
HCN1,ENSG00000164588
HCP5,ENSG00000206337
PGLYRP4,ENSG00000163218
PGLYRP3,ENSG00000159527
SCOC,ENSG00000153130
PGLYRP2,ENSG00000161031
TFRC,ENSG00000072274
SCT,ENSG00000274473
MTCO2P1,ENSG00000229690
MTCO2P8,ENSG00000234234
MTCO2P7,ENSG00000230496
PTPDC1,ENSG00000158079
MTCO2P5,ENSG00000231766
COMTD1,ENSG00000165644
CAPNS1,ENSG00000126247
SCP2,ENSG00000116171
PRKACG,ENSG00000165059
EPSTI1,ENSG00000133106
SP2-AS1,ENSG00000234494
PRKACA,ENSG00000072062
PGLYRP1,ENSG00000008438
PRKACB,ENSG00000142875
ZNF17,ENSG00000186272
ZNF18,ENSG00000154957
PRKAB2,ENSG00000131791
ZNF19,ENSG00000157429
SDS,ENSG00000135094
MIR548F4,ENSG00000221442
UNC5A,ENSG00000113763
UNC5B,ENSG00000107731
SECISBP2,ENSG00000187742
RC3H1,ENSG00000135870
BHLHA15,ENSG00000180535
ZNF12,ENSG00000164631
PRKAB1,ENSG00000111725
ZNF14,ENSG00000105708
RC3H2,ENSG00000056586
ZNF16,ENSG00000170631
SIGIRR,ENSG00000185187
LARS2,ENSG00000011376
SCO1,ENSG00000133028
TFR2,ENSG00000106327
SCO2,ENSG00000284194
DDIT3,ENSG00000175197
DDIT4,ENSG00000168209
UNC50,ENSG00000115446
SF1,ENSG00000168066
ZNF28,ENSG00000198538
UNC119B,ENSG00000175970
SET,ENSG00000119335
AASDH,ENSG00000157426
NPRL2,ENSG00000114388
FAXDC2,ENSG00000170271
NPRL3,ENSG00000103148
ZNF20,ENSG00000132010
ZNF22,ENSG00000165512
ZNF736P6Y,ENSG00000224634
ZNF23,ENSG00000167377
ZNF24,ENSG00000172466
ADAMTS12,ENSG00000281690
ZNF25,ENSG00000175395
ZNF26,ENSG00000198393
ADAMTS10,ENSG00000142303
ADAMTS16,ENSG00000145536
ADAMTS15,ENSG00000166106
ADAMTS14,ENSG00000138316
ADAMTS13,ENSG00000281244
LARP1,ENSG00000155506
ADAMTS19,ENSG00000145808
ADAMTS18,ENSG00000140873
ADAMTS17,ENSG00000140470
SFN,ENSG00000175793
LINC01405,ENSG00000185847
HCRT,ENSG00000161610
LINC01402,ENSG00000101883
PRPF38B,ENSG00000134186
MIR548D2,ENSG00000263690
PRPF38A,ENSG00000134748
ZNF32,ENSG00000169740
LARP7,ENSG00000174720
ATP1A1-AS1,ENSG00000203865
ARHGAP26-AS1,ENSG00000226272
ZNF34,ENSG00000196378
L1CAM,ENSG00000198910
ZNF35,ENSG00000281306
LARP4,ENSG00000161813
LARP6,ENSG00000166173
MOV10,ENSG00000155363
PPFIBP1,ENSG00000110841
PPFIBP2,ENSG00000166387
LAS1L,ENSG00000001497
FXYD4,ENSG00000150201
FXYD3,ENSG00000089356
FXYD2,ENSG00000137731
ZNF30,ENSG00000168661
SFXN3,ENSG00000107819
FXYD7,ENSG00000221946
SFXN4,ENSG00000183605
LGALS17A,ENSG00000291086
HYOU1,ENSG00000149428
FXYD6,ENSG00000137726
SFXN1,ENSG00000164466
SFXN2,ENSG00000156398
FXYD5,ENSG00000089327
DZIP1,ENSG00000134874
DZIP3,ENSG00000198919
SFXN5,ENSG00000144040
CCND3P1,ENSG00000224473
MIR130A,ENSG00000208009
MIR130B,ENSG00000283871
PRKAG1,ENSG00000181929
ZNF43,ENSG00000198521
PRKAG2,ENSG00000106617
ZNF44,ENSG00000197857
ZNF45,ENSG00000124459
SHB,ENSG00000107338
FRG2C,ENSG00000172969
ZNF48,ENSG00000180035
MMP21,ENSG00000154485
PRKAG3,ENSG00000115592
SHD,ENSG00000105251
MMP20,ENSG00000137674
SHF,ENSG00000138606
M1AP,ENSG00000159374
SHE,ENSG00000169291
SHH,ENSG00000164690
MMP25,ENSG00000008516
MMP24,ENSG00000125966
ZNF41,ENSG00000147124
APC2,ENSG00000115266
ZNF57,ENSG00000171970
MMP10,ENSG00000166670
TOMM40L,ENSG00000158882
MMP11,ENSG00000099953
MMP14,ENSG00000157227
MMP13,ENSG00000137745
MMP16,ENSG00000156103
MMP15,ENSG00000102996
MIR1301,ENSG00000221445
PTRH2,ENSG00000141378
MMP17,ENSG00000198598
MIR1303,ENSG00000221552
RAPGEF1,ENSG00000107263
MMP19,ENSG00000123342
PTRH1,ENSG00000187024
RAPGEF2,ENSG00000109756
RAPGEF5,ENSG00000136237
CRYAB,ENSG00000109846
HCST,ENSG00000126264
RAPGEF6,ENSG00000158987
RAPGEF3,ENSG00000079337
RAPGEF4,ENSG00000091428
TRUB1,ENSG00000165832
TRUB2,ENSG00000167112
EMX2OS,ENSG00000229847
SZRD1,ENSG00000055070
CCM2L,ENSG00000101331
ZNF66,ENSG00000160229
ZNF69,ENSG00000198429
UBE2D3P3,ENSG00000224690
PLAGL1,ENSG00000118495
PLAGL2,ENSG00000126003
RICTOR,ENSG00000164327
EGLN1,ENSG00000135766
EGLN3,ENSG00000129521
MCRS1,ENSG00000187778
SCTR,ENSG00000080293
BMP8A,ENSG00000183682
BMP8B,ENSG00000116985
ZNF76,ENSG00000065029
BBOX1,ENSG00000129151
ZNF77,ENSG00000175691
ZNF79,ENSG00000196152
TARBP2,ENSG00000139546
ARCN1,ENSG00000095139
TARBP1,ENSG00000059588
SKI,ENSG00000157933
ZNF70,ENSG00000187792
ZNF71,ENSG00000197951
ZNF74,ENSG00000185252
MIR548H1,ENSG00000221537
MTCH1,ENSG00000137409
MTCH2,ENSG00000285121
MTCO2P31,ENSG00000217160
PDCD7,ENSG00000090470
RNU6-1044P,ENSG00000207486
PDCD5,ENSG00000105185
RNU6-1177P,ENSG00000212360
SLA,ENSG00000155926
MSI1,ENSG00000135097
IL1RAP,ENSG00000196083
MSI2,ENSG00000153944
APEH,ENSG00000164062
SLK,ENSG00000065613
SLN,ENSG00000170290
NFATC2IP,ENSG00000176953
MAP3K8,ENSG00000107968
MAP3K9,ENSG00000006432
MAP3K6,ENSG00000142733
LINC01465,ENSG00000221949
MAP3K7,ENSG00000135341
MAP3K4,ENSG00000085511
MAP3K5,ENSG00000197442
FBXW4,ENSG00000107829
FBXW5,ENSG00000159069
FBXW8,ENSG00000174989
FBXW7,ENSG00000109670
FBXW9,ENSG00000132004
LINC01460,ENSG00000205334
FBXW2,ENSG00000119402
MSH6,ENSG00000116062
VMAC,ENSG00000187650
MSH2,ENSG00000095002
SMO,ENSG00000128602
MSH3,ENSG00000113318
MSH4,ENSG00000057468
MSH5,ENSG00000227314
SMS,ENSG00000102172
LINC01456,ENSG00000225882
LINC01494,ENSG00000228135
LINC00160,ENSG00000230978
RNU6-1175P,ENSG00000202070
RAP1B,ENSG00000127314
SNN,ENSG00000184602
RAP1A,ENSG00000116473
NDOR1,ENSG00000188566
ZKSCAN8,ENSG00000198315
ZKSCAN3,ENSG00000189298
ZKSCAN2,ENSG00000155592
ZKSCAN5,ENSG00000196652
TSNAXIP1,ENSG00000102904
ZKSCAN4,ENSG00000187626
DLG1-AS1,ENSG00000227375
ZKSCAN1,ENSG00000106261
LINC00158,ENSG00000185433
LINC01483,ENSG00000227517
NOP14,ENSG00000087269
NOP16,ENSG00000048162
API5,ENSG00000166181
RNU6-1176P,ENSG00000212257
RFXANK,ENSG00000064490
LRCH2,ENSG00000130224
G6PC2,ENSG00000152254
SON,ENSG00000159140
LRCH1,ENSG00000136141
G6PC3,ENSG00000141349
SP2,ENSG00000167182
SP1,ENSG00000185591
SP4,ENSG00000105866
SP3,ENSG00000172845
SP6,ENSG00000189120
SP5,ENSG00000204335
SP8,ENSG00000164651
SP7,ENSG00000170374
LRCH4,ENSG00000077454
LRCH3,ENSG00000186001
NOP10,ENSG00000182117
LINC01431,ENSG00000232645
RNU6-169P,ENSG00000202206
MTCL1,ENSG00000168502
MIR548A3,ENSG00000208032
DYSF,ENSG00000135636
APIP,ENSG00000149089
MSLN,ENSG00000102854
BICD1,ENSG00000151746
BICD2,ENSG00000185963
SPN,ENSG00000197471
SPR,ENSG00000116096
LINC01429,ENSG00000227964
PRADC1,ENSG00000135617
SPDYE1,ENSG00000136206
LINC01425,ENSG00000233997
PRLHR,ENSG00000119973
LINC01426,ENSG00000234380
SPX,ENSG00000134548
CERS3,ENSG00000154227
UNC45A,ENSG00000140553
CERS4,ENSG00000090661
UNC45B,ENSG00000141161
CERS5,ENSG00000139624
CERS6,ENSG00000172292
RNASET2,ENSG00000026297
MSL2,ENSG00000174579
MSL3,ENSG00000005302
CES4A,ENSG00000172824
MSL1,ENSG00000188895
ADAMTS20,ENSG00000173157
BMP2K,ENSG00000138756
OR56A4,ENSG00000183389
GAPDH,ENSG00000111640
CERS1,ENSG00000223802
OR56A1,ENSG00000180934
CERS2,ENSG00000143418
LINC01450,ENSG00000232458
PRKAA1,ENSG00000132356
PRKAA2,ENSG00000162409
UHRF2,ENSG00000147854
SRC,ENSG00000197122
SRF,ENSG00000112658
MLLT1,ENSG00000130382
SRI,ENSG00000075142
MLLT3,ENSG00000171843
SRL,ENSG00000185739
MALT1,ENSG00000172175
SRM,ENSG00000116649
SRR,ENSG00000167720
KRIT1,ENSG00000001631
BSND,ENSG00000162399
LINC01449,ENSG00000224017
LINC00112,ENSG00000232401
LINC00113,ENSG00000225298
LINC00114,ENSG00000223806
LINC01446,ENSG00000205628
NOP56,ENSG00000101361
BOLA3P4,ENSG00000223807
NOP58,ENSG00000055044
SSB,ENSG00000138385
PRKCZ-AS1,ENSG00000182873
SPDYE4,ENSG00000183318
SPDYE3,ENSG00000214300
MIR135B,ENSG00000199059
SPDYE5,ENSG00000170092
MSMP,ENSG00000215183
SORL1,ENSG00000137642
BICC1,ENSG00000122870
APLN,ENSG00000171388
NECAP2,ENSG00000157191
NECAP1,ENSG00000089818
UROC1,ENSG00000159650
APLF,ENSG00000169621
ST7,ENSG00000004866
IGF2BP2-AS1,ENSG00000163915
PDCD4,ENSG00000150593
PDCD2,ENSG00000071994
RNU6-1048P,ENSG00000200924
PDCD1,ENSG00000276977
LINC01433,ENSG00000230176
LINC00102,ENSG00000230542
NOP53,ENSG00000105373
UNC79,ENSG00000276416
MT1M,ENSG00000205364
MT1X,ENSG00000187193
RCBTB1,ENSG00000136144
RCBTB2,ENSG00000136161
MT2A,ENSG00000125148
BCRP2,ENSG00000291044
STS,ENSG00000101846
SMPD4P1,ENSG00000223553
TNFSF10,ENSG00000121858
FBXO4,ENSG00000151876
TNFSF11,ENSG00000120659
FBXO3,ENSG00000110429
BCRP7,ENSG00000215544
FBXO6,ENSG00000116663
FBXO5,ENSG00000112029
FBXO8,ENSG00000164117
FBXO7,ENSG00000100225
RNU6-298P,ENSG00000212190
FBXO9,ENSG00000112146
QRSL1P2,ENSG00000227613
QRSL1P1,ENSG00000215833
FBXO2,ENSG00000116661
LINC00092,ENSG00000225194
BCS1L,ENSG00000074582
CYP39A1,ENSG00000146233
MT1A,ENSG00000205362
IDH1-AS1,ENSG00000231908
MT1F,ENSG00000198417
MT1G,ENSG00000125144
MTCP1,ENSG00000214827
MT1H,ENSG00000205358
FLYWCH2,ENSG00000162076
FLYWCH1,ENSG00000059122
MT1B,ENSG00000169688
MT1E,ENSG00000169715
CERKL,ENSG00000188452
AARS2,ENSG00000124608
SDC4,ENSG00000124145
SDC3,ENSG00000162512
MYCBP2,ENSG00000005810
CWF19L2,ENSG00000152404
TGFA,ENSG00000163235
APOO,ENSG00000184831
RPS8P6,ENSG00000231660
APOM,ENSG00000227567
APOH,ENSG00000091583
APOF,ENSG00000175336
MIR1296,ENSG00000221063
STK38L,ENSG00000211455
APOD,ENSG00000189058
APOE,ENSG00000130203
RNU6-1039P,ENSG00000206658
RPS8P4,ENSG00000227437
MIR1293,ENSG00000221604
MIR1294,ENSG00000221430
TNFSF18,ENSG00000120337
MSR1,ENSG00000038945
APOBEC3F,ENSG00000128394
TNFSF14,ENSG00000125735
APOBEC3H,ENSG00000100298
TNFSF15,ENSG00000181634
DDIAS,ENSG00000165490
TGDS,ENSG00000088451
TNFSF13,ENSG00000161955
IGF2,ENSG00000167244
IGF1,ENSG00000017427
BST2,ENSG00000130303
BST1,ENSG00000109743
CYP26A1,ENSG00000095596
MSRA,ENSG00000175806
FBXL8,ENSG00000135722
CWF19L1,ENSG00000095485
SDC1,ENSG00000115884
ITGBL1,ENSG00000198542
FBXL3,ENSG00000005812
FBXL2,ENSG00000153558
MIR1288,ENSG00000221355
FBXL5,ENSG00000118564
FBXL4,ENSG00000112234
MIR1282,ENSG00000221792
APOBEC3A,ENSG00000128383
FBXL7,ENSG00000183580
LDHAL6A,ENSG00000166800
APOBEC3B,ENSG00000179750
FBXL6,ENSG00000285442
LDHAL6B,ENSG00000171989
MIR1284,ENSG00000221264
EIF4A1P2,ENSG00000235001
MRPS15,ENSG00000116898
MRPS16,ENSG00000182180
MSTN,ENSG00000138379
EIF4A1P1,ENSG00000233300
LINC01392,ENSG00000233607
MRPS14,ENSG00000120333
LINC01393,ENSG00000225535
MRPS11,ENSG00000181991
MRPS12,ENSG00000128626
MRPS10,ENSG00000048544
RNU2-71P,ENSG00000223327
DMBX1,ENSG00000197587
VMO1,ENSG00000182853
RAC2,ENSG00000128340
RAC3,ENSG00000169750
SDF4,ENSG00000078808
RAC1,ENSG00000136238
SDF2,ENSG00000132581
MRPS28,ENSG00000147586
MRPS26,ENSG00000125901
MRPS27,ENSG00000113048
SYK,ENSG00000165025
RNU6-293P,ENSG00000223191
MRPS24,ENSG00000062582
LINC01381,ENSG00000230452
MRPS25,ENSG00000131368
MRPS22,ENSG00000175110
MST1,ENSG00000173531
MRPS23,ENSG00000181610
GAB1,ENSG00000109458
PRPF40B,ENSG00000110844
GAB3,ENSG00000160219
PRPF40A,ENSG00000196504
SYP,ENSG00000102003
GAB2,ENSG00000033327
APRT,ENSG00000198931
CNKSR2,ENSG00000149970
RAP2C,ENSG00000123728
CNKSR1,ENSG00000142675
RAP2A,ENSG00000125249
RAP2B,ENSG00000181467
CNKSR3,ENSG00000153721
SDE2,ENSG00000143751
TLCD2,ENSG00000185561
MICU3,ENSG00000155970
TLCD1,ENSG00000160606
MICU2,ENSG00000165487
CYLC2,ENSG00000155833
MICU1,ENSG00000107745
RPF2P1,ENSG00000225357
DYNC1I2,ENSG00000077380
RNU6-296P,ENSG00000207338
SELPLG,ENSG00000110876
MRPS35,ENSG00000061794
MRPS36,ENSG00000278461
MRPS33,ENSG00000090263
MRPS34,ENSG00000074071
PRICKLE2,ENSG00000163637
MRPS31,ENSG00000102738
PRICKLE3,ENSG00000012211
MRPS30,ENSG00000112996
PRICKLE1,ENSG00000139174
SH3BGRL,ENSG00000131171
ZFP14,ENSG00000142065
IGKC,ENSG00000211592
MSX1,ENSG00000163132
RAE1,ENSG00000101146
DYNC1I1,ENSG00000158560
MAP3K2,ENSG00000169967
SLC25A5P5,ENSG00000226421
DYNC1H1,ENSG00000197102
MAP3K3,ENSG00000198909
MAP3K1,ENSG00000095015
SORT1,ENSG00000134243
GAD1,ENSG00000128683
IGIP,ENSG00000182700
APTX,ENSG00000137074
VMP1,ENSG00000062716
TRBV20OR9-2,ENSG00000205274
PDCL3,ENSG00000115539
PDCL2,ENSG00000163440
APTR,ENSG00000214293
TACC3,ENSG00000013810
CACHD1,ENSG00000158966
HDGF,ENSG00000143321
RAD1,ENSG00000113456
TACC1,ENSG00000147526
TACC2,ENSG00000138162
LINC01399,ENSG00000233080
MAMLD1,ENSG00000013619
CLYBL-AS1,ENSG00000234303
ZFP28,ENSG00000196867
OR1C1,ENSG00000221888
DENND5B,ENSG00000170456
TACO1,ENSG00000136463
NCMAP,ENSG00000184454
TGM1,ENSG00000092295
ZNF80,ENSG00000174255
ZNF81,ENSG00000197779
DMBT1,ENSG00000187908
ZNF83,ENSG00000167766
ZNF84,ENSG00000198040
ZNF85,ENSG00000278091
IGFLR1,ENSG00000126246
TGM7,ENSG00000159495
DENND5A,ENSG00000184014
TGM5,ENSG00000104055
TGM4,ENSG00000163810
RAG1,ENSG00000166349
TGM2,ENSG00000198959
ZGRF1,ENSG00000138658
DNAJB12,ENSG00000148719
DNAJB13,ENSG00000187726
ZNF98,ENSG00000197360
SDHC,ENSG00000143252
ZNF99,ENSG00000213973
DNAJB14,ENSG00000164031
SDHD,ENSG00000204370
SDHA,ENSG00000073578
SDHB,ENSG00000117118
ZNF90,ENSG00000213988
ZNF91,ENSG00000167232
ZNF92,ENSG00000146757
ZNF93,ENSG00000184635
PSPC1,ENSG00000121390
DNAJB11,ENSG00000090520
DENND6B,ENSG00000205593
DENND6A,ENSG00000174839
BBOF1,ENSG00000119636
RAF1,ENSG00000132155
OR1A1,ENSG00000172146
NBPF17P,ENSG00000179571
RAI1,ENSG00000108557
RNASEH1,ENSG00000171865
FGF20,ENSG00000078579
LPXN,ENSG00000110031
IL36RN,ENSG00000136695
SLC6A10P,ENSG00000290985
RPL15P1,ENSG00000227343
FGF23,ENSG00000118972
RPL15P3,ENSG00000212802
RAI2,ENSG00000131831
FGF22,ENSG00000070388
FGF21,ENSG00000105550
DENND4B,ENSG00000198837
DENND4A,ENSG00000174485
DENND4C,ENSG00000137145
HLA-F-AS1,ENSG00000214922
FGF17,ENSG00000158815
IFT20,ENSG00000109083
SDK1,ENSG00000146555
IFT22,ENSG00000128581
FGF14,ENSG00000102466
FGF19,ENSG00000162344
FGF18,ENSG00000156427
IFT27,ENSG00000100360
FGF13,ENSG00000129682
FGF12,ENSG00000114279
FGF11,ENSG00000161958
SDK2,ENSG00000069188
STEAP3-AS1,ENSG00000229867
TAT,ENSG00000198650
MYSM1,ENSG00000162601
IFT52,ENSG00000101052
LASP1,ENSG00000002834
CYP26B1,ENSG00000003137
EEF2K,ENSG00000103319
GGACT,ENSG00000134864
SFTA1P,ENSG00000225383
QRFPR,ENSG00000186867
IFT57,ENSG00000114446
TBP,ENSG00000112592
OR1F1,ENSG00000168124
EIF3LP3,ENSG00000226086
EIF3LP2,ENSG00000233837
IFT43,ENSG00000119650
EEF1D,ENSG00000273594
PRICKLE2-AS3,ENSG00000226017
IFT46,ENSG00000118096
RALA,ENSG00000006451
GALT,ENSG00000213930
RALB,ENSG00000144118
PSMB10,ENSG00000205220
POMZP3,ENSG00000146707
IL1RL1,ENSG00000115602
IFT74,ENSG00000096872
IL1RL2,ENSG00000115598
NWD1,ENSG00000188039
MTA1,ENSG00000182979
NWD2,ENSG00000174145
OXCT1,ENSG00000083720
TDG,ENSG00000139372
LAMA5-AS1,ENSG00000228812
MTND2P2,ENSG00000229954
TGS1,ENSG00000137574
MVB12B,ENSG00000196814
SLIT1,ENSG00000187122
MVB12A,ENSG00000141971
DROSHA,ENSG00000113360
ZPLD1,ENSG00000170044
RALY,ENSG00000125970
OXCT2,ENSG00000198754
SLIT2,ENSG00000145147
MTND2P5,ENSG00000224354
MTA2,ENSG00000149480
MTA3,ENSG00000057935
MTND2P9,ENSG00000225901
HSD3B7,ENSG00000099377
HSD3B2,ENSG00000203859
HSD3B1,ENSG00000203857
ACTBP12,ENSG00000233125
ACTBP14,ENSG00000229001
WARS2,ENSG00000116874
GALE,ENSG00000117308
TEC,ENSG00000135605
VN1R108P,ENSG00000230772
TEF,ENSG00000167074
TNIP1,ENSG00000145901
TNIP2,ENSG00000168884
TNIP3,ENSG00000050730
GALM,ENSG00000143891
TEK,ENSG00000120156
SLIRP,ENSG00000119705
GALP,ENSG00000197487
IPO13,ENSG00000117408
IPO11,ENSG00000086200
TES,ENSG00000135269
MSANTD3,ENSG00000066697
CWH43,ENSG00000109182
MSANTD4,ENSG00000170903
CAPN15,ENSG00000103326
RNU6-1181P,ENSG00000206918
MTBP,ENSG00000172167
TFG,ENSG00000114354
MSANTD1,ENSG00000188981
ZSCAN31,ENSG00000235109
MSANTD2,ENSG00000120458
ZSCAN30,ENSG00000186814
ZSCAN32,ENSG00000140987
HOMER3,ENSG00000051128
GAMT,ENSG00000130005
PRKCG,ENSG00000126583
MBNL1,ENSG00000152601
PRKCI,ENSG00000163558
PRKCH,ENSG00000027075
MBNL2,ENSG00000139793
DNAAF3,ENSG00000167646
PRKCB,ENSG00000166501
DNAAF2,ENSG00000165506
PRKCE,ENSG00000171132
DNAAF1,ENSG00000154099
PRKCD,ENSG00000163932
NUCKS1P1,ENSG00000232864
AFAP1,ENSG00000196526
PRKCA,ENSG00000154229
DNAAF5,ENSG00000164818
AP4B1-AS1,ENSG00000226167
GANC,ENSG00000214013
MTAP,ENSG00000099810
ZSCAN20,ENSG00000121903
DAAM1,ENSG00000100592
DAAM2,ENSG00000146122
PRKD3,ENSG00000115825
ZSCAN22,ENSG00000182318
ZSCAN21,ENSG00000166529
ZSCAN23,ENSG00000187987
PRKCQ,ENSG00000065675
ZSCAN26,ENSG00000197062
PRKD2,ENSG00000105287
PRKD1,ENSG00000184304
ZSCAN25,ENSG00000197037
FREM1,ENSG00000164946
FREM2,ENSG00000150893
FREM3,ENSG00000183090
ZSCAN29,ENSG00000140265
PRDM15,ENSG00000141956
PRDM14,ENSG00000147596
PRDM12,ENSG00000130711
SDSL,ENSG00000139410
PRDM11,ENSG00000019485
PRKCZ,ENSG00000067606
PRDM10,ENSG00000170325
MTDH,ENSG00000147649
ZSCAN10,ENSG00000130182
PRDM16,ENSG00000142611
GAR1,ENSG00000109534
ZSCAN12,ENSG00000158691
ZSCAN16,ENSG00000196812
ZSCAN18,ENSG00000121413
FAM120AOS,ENSG00000188938
BTF3,ENSG00000145741
RNU6-1180P,ENSG00000201805
HOMER1,ENSG00000152413
HOMER2,ENSG00000103942
HDAC2-AS2,ENSG00000228624
MEX3D,ENSG00000181588
MEX3C,ENSG00000176624
MEX3B,ENSG00000183496
CDKN1C,ENSG00000273707
DENND1C,ENSG00000205744
SETD4,ENSG00000185917
BTG4,ENSG00000137707
BTG3,ENSG00000154640
SETD5,ENSG00000168137
DENND1B,ENSG00000213047
CDKN1A,ENSG00000124762
RARG,ENSG00000172819
BTG2,ENSG00000159388
SETD2,ENSG00000181555
BTG1,ENSG00000133639
CDKN1B,ENSG00000111276
RNU6-1052P,ENSG00000223330
SETD3,ENSG00000183576
SETD9,ENSG00000155542
SETD6,ENSG00000103037
DENND1A,ENSG00000119522
SETD7,ENSG00000145391
ASH2L,ENSG00000129691
ASGR1,ENSG00000141505
ASGR2,ENSG00000161944
ADAMTSL1,ENSG00000178031
ADAMTSL5,ENSG00000185761
ADAMTSL4,ENSG00000143382
MTG1,ENSG00000148824
ADAMTSL3,ENSG00000156218
MTG2,ENSG00000101181
ADAMTSL2,ENSG00000197859
GAST,ENSG00000184502
TK2,ENSG00000166548
TK1,ENSG00000167900
DENND2D,ENSG00000162777
DENND2C,ENSG00000175984
ZSCAN5A,ENSG00000131848
ZSCAN5C,ENSG00000204532
ZSCAN5B,ENSG00000197213
DENND2A,ENSG00000146966
COPZ2,ENSG00000005243
ASH1L,ENSG00000116539
COPZ1,ENSG00000111481
RNU1-7P,ENSG00000200975
ANGPTL7,ENSG00000171819
ANGPTL6,ENSG00000130812
MTF1,ENSG00000188786
MTF2,ENSG00000143033
ANGPTL8,ENSG00000130173
GAS2,ENSG00000148935
RARA,ENSG00000131759
ANGPTL3,ENSG00000132855
GAS1,ENSG00000180447
RARB,ENSG00000077092
ANGPTL2,ENSG00000136859
ANGPTL5,ENSG00000187151
ANGPTL4,ENSG00000167772
GAS6,ENSG00000183087
TKT,ENSG00000163931
GART,ENSG00000159131
GAS5,ENSG00000234741
GAS8,ENSG00000141013
ANGPTL1,ENSG00000116194
GAS7,ENSG00000007237
RNU6-1050P,ENSG00000222320
CEP295NL,ENSG00000178404
